0,9394
0,8597
0,478
0,4409
0,5379
0,5471
0,7409
0,6774
0,6570
0,4005
0,4681
0,7170
0,5612
0,9713
0,5774
0,1978
0,1100
0,2130
0,3172
0,4859
0,99
0,126
0,3511
0,4071
0,4726
0,6274
0,8636
0,3526
0,4176
0,7374
0,1828
0,6076
0,7175
0,8776
0,3608
0,6879
0,422
0,2984
0,4427
0,6488
0,6732
0,6950
0,7633
0,4348
0,5533
0,5620
0,5161
0,5665
0,6330
0,6681
1,19
1,118
1,1103
1,3657
1,3989
1,4693
1,257
1,520
1,791
1,2453
1,3155
1,4169
1,4523
1,6676
1,7129
1,7293
1,364
1,660
1,666
1,1399
1,1691
1,2346
1,2772
1,3050
1,3430
1,4017
1,4368
1,4432
1,4458
1,4691
1,4891
1,5391
1,5524
1,5990
1,6069
1,6198
1,6539
1,8222
1,70
1,254
1,307
1,758
1,919
1,1181
1,1192
1,1915
1,2165
1,2226
1,2443
1,2452
2,523
2,1275
2,1313
2,1901
2,1969
2,2672
2,3941
2,4408
2,5212
2,5607
2,5941
2,5994
2,6556
2,6650
2,8762
2,9300
2,9332
2,9487
2,9558
2,902
2,9361
2,3322
2,3900
2,5235
2,9322
2,6789
2,794
2,1009
2,1766
2,2043
2,3354
2,3746
2,5312
2,5328
2,5778
2,6024
2,6577
2,7606
2,7777
2,7943
2,9485
2,507
2,595
2,1056
2,1261
2,1767
2,1906
2,1907
2,1908
2,1909
3,1394
3,2903
3,9106
3,433
3,4009
3,64
3,67
3,74
3,85
3,129
3,150
3,164
3,173
3,186
3,234
3,264
3,268
3,281
3,282
3,310
3,329
3,374
3,391
3,410
3,414
3,436
3,451
3,462
3,489
3,492
3,493
3,494
3,496
3,502
3,526
3,528
3,538
3,542
3,547
3,609
3,745
3,750
3,753
3,757
3,797
3,850
3,873
3,879
3,887
3,942
4,5700
4,3460
4,1394
4,2903
4,9106
4,400
4,791
4,2453
4,3155
4,4169
4,4523
4,6676
4,7129
4,7293
4,19
4,118
4,1103
4,3657
4,3989
4,4693
4,1553
4,661
4,1622
4,2080
4,2687
4,3588
4,3860
4,6683
4,6714
4,7461
4,1308
4,6626
4,2250
4,1390
