0,9394
0,8597
0,478
0,4409
0,5379
0,5471
0,7409
0,6774
0,6570
0,4005
0,4681
0,7170
0,5612
0,9713
0,5774
0,1978
0,1100
0,2130
0,3172
0,4859
0,99
0,126
0,3511
0,4071
0,4726
1,19
1,118
1,1103
1,3657
1,3989
1,4693
1,257
1,520
1,791
1,2453
1,3155
1,4169
1,4523
1,6676
1,7129
1,7293
1,364
1,660
1,666
1,1399
1,1691
1,2346
1,2772
1,3050
1,3430
2,523
2,1275
2,1313
2,1901
2,1969
2,2672
2,3941
2,4408
2,5212
2,5607
2,5941
2,5994
2,6556
2,6650
2,8762
2,9300
2,9332
2,9487
2,9558
2,902
2,9361
2,3322
2,3900
2,5235
2,9322
3,1394
3,2903
3,9106
3,433
3,4009
3,64
3,67
3,74
3,85
3,129
3,150
3,164
3,173
3,186
3,234
3,264
3,268
3,281
3,282
3,310
3,329
3,374
3,391
3,410
3,414
4,5700
4,3460
4,1394
4,2903
4,9106
4,400
4,791
4,2453
4,3155
4,4169
4,4523
4,6676
4,7129
4,7293
4,19
4,118
4,1103
4,3657
4,3989
4,4693
4,1553
4,661
4,1622
4,2080
4,2687
5,3608
5,433
5,4009
5,6094
5,4445
5,5774
5,7174
5,3512
5,1394
5,2903
5,9106
5,400
5,6570
5,6765
5,7111
5,1856
5,2108
5,2677
5,3278
5,5100
5,3460
5,47
5,52
5,83
5,198
6,5161
6,5665
6,6330
6,6681
6,7767
6,8590
6,9707
6,7170
6,5612
6,1978
6,9394
6,656
6,856
6,858
6,1044
6,1057
6,1164
6,1194
6,2193
6,2712
6,2765
6,3409
6,3768
6,4965
6,5265
7,5774
7,400
7,3608
7,1394
7,2903
7,9106
7,4409
7,5379
7,5471
7,7409
7,337
7,4445
7,4176
7,3512
7,19
7,118
7,1103
7,3657
7,3989
7,4693
7,3945
7,6570
7,743
7,4460
7,661
8,4005
8,4681
8,6570
8,3608
8,3526
8,5612
8,4409
8,5379
8,5471
8,7409
8,5774
8,5161
8,5665
8,6330
8,6681
8,7767
8,8590
8,9707
8,4176
8,400
8,6094
8,1076
8,4843
8,19
8,118
9,3
9,10
9,47
9,52
9,83
9,165
9,191
