0,9394
0,8597
0,478
0,4409
0,5379
0,5471
0,7409
0,6774
0,6570
0,4005
0,4681
0,7170
0,5612
0,9713
0,5774
1,19
1,118
1,1103
1,3657
1,3989
1,4693
1,257
1,520
1,791
1,2453
1,3155
1,4169
1,4523
1,6676
1,7129
2,523
2,1275
2,1313
2,1901
2,1969
2,2672
2,3941
2,4408
2,5212
2,5607
2,5941
2,5994
2,6556
2,6650
2,8762
3,1394
3,2903
3,9106
3,433
3,4009
3,64
3,67
3,74
3,85
3,129
3,150
3,164
3,173
3,186
3,234
4,5700
4,3460
4,1394
4,2903
4,9106
4,400
4,791
4,2453
4,3155
4,4169
4,4523
4,6676
4,7129
4,7293
4,19
5,3608
5,433
5,4009
5,6094
5,4445
5,5774
5,7174
5,3512
5,1394
5,2903
5,9106
5,400
5,6570
5,6765
5,7111
6,5161
6,5665
6,6330
6,6681
6,7767
6,8590
6,9707
6,7170
6,5612
6,1978
6,9394
6,656
6,856
6,858
6,1044
7,5774
7,400
7,3608
7,1394
7,2903
7,9106
7,4409
7,5379
7,5471
7,7409
7,337
7,4445
7,4176
7,3512
7,19
8,4005
8,4681
8,6570
8,3608
8,3526
8,5612
8,4409
8,5379
8,5471
8,7409
8,5774
8,5161
8,5665
8,6330
8,6681
9,3
9,10
9,47
9,52
9,83
9,165
9,191
9,198
9,243
9,309
9,317
9,319
9,330
9,472
9,475
10,400
10,5774
10,3608
10,2108
10,2677
10,3278
10,5100
10,4176
10,3512
10,274
10,621
10,800
10,1137
10,1152
10,1225
11,3
11,10
11,47
11,52
11,83
11,165
11,191
11,198
11,243
11,309
11,317
11,319
11,330
11,472
11,475
12,4370
12,6546
12,7271
12,6429
12,6789
12,4705
12,4908
12,5339
12,7221
12,5980
12,5161
12,5665
12,6330
12,6681
12,7767
13,5203
13,2623
13,3791
13,3608
13,3512
13,400
13,4748
13,2743
13,7353
13,8643
13,2108
13,2677
13,3278
13,5100
13,337
14,5161
14,5665
14,6681
14,7767
14,8590
14,9707
14,418
14,615
14,856
14,858
14,1044
14,1057
14,1164
14,1194
14,2712
15,400
15,7770
15,5808
15,3460
15,6358
15,4631
15,5774
15,7170
